Htno,Subcode,Subname,Internals,Grade,Credits
22B81A1281,R201228,ENVIRONMENTAL SCIENCE,23,COMPLE,0.0
22B81A1281,R201239,APPLIED CHEMISTRY LABORATORY,13,A+,1.5
22B81A1281,R201241,DATA STRUCTURES LABORATORY,15,A+,1.5
22B81A1281,R201250,PYTHON PROGRAMMING LABORATORY,14,A+,1.5
22B81A1282,R201201,MATHEMATICS-II,19,F,0.0
22B81A1282,R201215,APPLIED CHEMISTRY,18,F,0.0
22B81A1282,R201216,COMPUTER ORGANIZATION,21,F,0.0
22B81A1282,R201218,DATA STRUCTURES,19,F,0.0
22B81A1282,R201225,PYTHON PROGRAMMING,16,F,0.0
22B81A1282,R201228,ENVIRONMENTAL SCIENCE,17,COMPLE,0.0
22B81A1282,R201239,APPLIED CHEMISTRY LABORATORY,12,A,1.5
22B81A1282,R201241,DATA STRUCTURES LABORATORY,12,A,1.5
22B81A1282,R201250,PYTHON PROGRAMMING LABORATORY,13,A+,1.5
22B81A1283,R201201,MATHEMATICS-II,20,D,3.0
22B81A1283,R201215,APPLIED CHEMISTRY,18,F,0.0
22B81A1283,R201216,COMPUTER ORGANIZATION,22,E,3.0
22B81A1283,R201218,DATA STRUCTURES,19,E,3.0
22B81A1283,R201225,PYTHON PROGRAMMING,19,E,3.0
22B81A1283,R201228,ENVIRONMENTAL SCIENCE,19,COMPLE,0.0
22B81A1283,R201239,APPLIED CHEMISTRY LABORATORY,13,A,1.5
22B81A1283,R201241,DATA STRUCTURES LABORATORY,12,C,1.5
22B81A1283,R201250,PYTHON PROGRAMMING LABORATORY,11,A,1.5
22B81A1284,R201201,MATHEMATICS-II,28,C,3.0
22B81A1284,R201215,APPLIED CHEMISTRY,26,B,3.0
22B81A1284,R201216,COMPUTER ORGANIZATION,26,D,3.0
22B81A1284,R201218,DATA STRUCTURES,24,B,3.0
22B81A1284,R201225,PYTHON PROGRAMMING,25,B,3.0
22B81A1284,R201228,ENVIRONMENTAL SCIENCE,20,COMPLE,0.0
22B81A1284,R201239,APPLIED CHEMISTRY LABORATORY,14,A+,1.5
22B81A1284,R201241,DATA STRUCTURES LABORATORY,15,A+,1.5
22B81A1284,R201250,PYTHON PROGRAMMING LABORATORY,14,A+,1.5
22B81A1285,R201201,MATHEMATICS-II,28,A,3.0
22B81A1285,R201215,APPLIED CHEMISTRY,27,A,3.0
22B81A1285,R201216,COMPUTER ORGANIZATION,24,B,3.0
22B81A1285,R201218,DATA STRUCTURES,25,C,3.0
22B81A1285,R201225,PYTHON PROGRAMMING,25,C,3.0
22B81A1285,R201228,ENVIRONMENTAL SCIENCE,20,COMPLE,0.0
22B81A1285,R201239,APPLIED CHEMISTRY LABORATORY,15,A+,1.5
22B81A1285,R201241,DATA STRUCTURES LABORATORY,15,A+,1.5
22B81A1285,R201250,PYTHON PROGRAMMING LABORATORY,14,A+,1.5
22B81A1286,R201201,MATHEMATICS-II,28,A,3.0
22B81A1286,R201215,APPLIED CHEMISTRY,27,C,3.0
22B81A1286,R201216,COMPUTER ORGANIZATION,26,B,3.0
22B81A1286,R201218,DATA STRUCTURES,26,D,3.0
22B81A1286,R201225,PYTHON PROGRAMMING,26,F,0.0
22B81A1286,R201228,ENVIRONMENTAL SCIENCE,22,COMPLE,0.0
22B81A1286,R201239,APPLIED CHEMISTRY LABORATORY,14,A+,1.5
22B81A1286,R201241,DATA STRUCTURES LABORATORY,15,A+,1.5
22B81A1286,R201250,PYTHON PROGRAMMING LABORATORY,14,A+,1.5
22B81A1287,R201201,MATHEMATICS-II,30,B,3.0
22B81A1287,R201215,APPLIED CHEMISTRY,26,A,3.0
22B81A1287,R201216,COMPUTER ORGANIZATION,25,C,3.0
22B81A1287,R201218,DATA STRUCTURES,24,D,3.0
22B81A1287,R201225,PYTHON PROGRAMMING,26,C,3.0
22B81A1287,R201228,ENVIRONMENTAL SCIENCE,21,COMPLE,0.0
22B81A1287,R201239,APPLIED CHEMISTRY LABORATORY,14,A+,1.5
22B81A1287,R201241,DATA STRUCTURES LABORATORY,15,A+,1.5
22B81A1287,R201250,PYTHON PROGRAMMING LABORATORY,14,A+,1.5
22B81A1288,R201201,MATHEMATICS-II,20,D,3.0
22B81A1288,R201215,APPLIED CHEMISTRY,24,D,3.0
22B81A1288,R201216,COMPUTER ORGANIZATION,23,E,3.0
22B81A1288,R201218,DATA STRUCTURES,24,C,3.0
22B81A1288,R201225,PYTHON PROGRAMMING,22,D,3.0
22B81A1288,R201228,ENVIRONMENTAL SCIENCE,20,COMPLE,0.0
22B81A1288,R201239,APPLIED CHEMISTRY LABORATORY,14,A,1.5
22B81A1288,R201241,DATA STRUCTURES LABORATORY,14,A,1.5
22B81A1288,R201250,PYTHON PROGRAMMING LABORATORY,14,A+,1.5
22B81A1289,R201201,MATHEMATICS-II,22,D,3.0
22B81A1289,R201215,APPLIED CHEMISTRY,19,E,3.0
22B81A1289,R201216,COMPUTER ORGANIZATION,19,D,3.0
22B81A1289,R201218,DATA STRUCTURES,20,E,3.0
22B81A1289,R201225,PYTHON PROGRAMMING,21,D,3.0
22B81A1289,R201228,ENVIRONMENTAL SCIENCE,21,COMPLE,0.0
22B81A1289,R201239,APPLIED CHEMISTRY LABORATORY,12,A,1.5
22B81A1289,R201241,DATA STRUCTURES LABORATORY,13,A,1.5
22B81A1289,R201250,PYTHON PROGRAMMING LABORATORY,12,A,1.5
22B81A1290,R201201,MATHEMATICS-II,30,A+,3.0
22B81A1290,R201215,APPLIED CHEMISTRY,27,C,3.0
22B81A1290,R201216,COMPUTER ORGANIZATION,27,A+,3.0
22B81A1290,R201218,DATA STRUCTURES,23,B,3.0
22B81A1290,R201225,PYTHON PROGRAMMING,27,B,3.0
22B81A1290,R201228,ENVIRONMENTAL SCIENCE,21,COMPLE,0.0
22B81A1290,R201239,APPLIED CHEMISTRY LABORATORY,15,A+,1.5
22B81A1290,R201241,DATA STRUCTURES LABORATORY,15,A+,1.5
22B81A1290,R201250,PYTHON PROGRAMMING LABORATORY,15,A+,1.5
22B81A1291,R201201,MATHEMATICS-II,30,A,3.0
22B81A1291,R201215,APPLIED CHEMISTRY,28,A+,3.0
22B81A1291,R201216,COMPUTER ORGANIZATION,27,B,3.0
22B81A1291,R201218,DATA STRUCTURES,24,C,3.0
22B81A1291,R201225,PYTHON PROGRAMMING,26,C,3.0
22B81A1291,R201228,ENVIRONMENTAL SCIENCE,23,COMPLE,0.0
22B81A1291,R201239,APPLIED CHEMISTRY LABORATORY,15,A+,1.5
22B81A1291,R201241,DATA STRUCTURES LABORATORY,15,A+,1.5
22B81A1291,R201250,PYTHON PROGRAMMING LABORATORY,15,A+,1.5
22B81A1292,R201201,MATHEMATICS-II,26,C,3.0
22B81A1292,R201215,APPLIED CHEMISTRY,25,C,3.0
22B81A1292,R201216,COMPUTER ORGANIZATION,26,B,3.0
22B81A1292,R201218,DATA STRUCTURES,25,B,3.0
22B81A1292,R201225,PYTHON PROGRAMMING,23,A,3.0
22B81A1292,R201228,ENVIRONMENTAL SCIENCE,23,COMPLE,0.0
22B81A1292,R201239,APPLIED CHEMISTRY LABORATORY,14,A+,1.5
22B81A1292,R201241,DATA STRUCTURES LABORATORY,14,A+,1.5
22B81A1292,R201250,PYTHON PROGRAMMING LABORATORY,14,A+,1.5
22B81A1293,R201201,MATHEMATICS-II,28,A+,3.0
22B81A1293,R201215,APPLIED CHEMISTRY,25,B,3.0
22B81A1293,R201216,COMPUTER ORGANIZATION,27,B,3.0
22B81A1293,R201218,DATA STRUCTURES,26,D,3.0
22B81A1293,R201225,PYTHON PROGRAMMING,24,C,3.0
22B81A1293,R201228,ENVIRONMENTAL SCIENCE,21,COMPLE,0.0
22B81A1293,R201239,APPLIED CHEMISTRY LABORATORY,14,A+,1.5
22B81A1293,R201241,DATA STRUCTURES LABORATORY,15,A+,1.5
22B81A1293,R201250,PYTHON PROGRAMMING LABORATORY,14,A+,1.5
22B81A1294,R201201,MATHEMATICS-II,23,C,3.0
22B81A1294,R201215,APPLIED CHEMISTRY,18,D,3.0
22B81A1294,R201216,COMPUTER ORGANIZATION,24,C,3.0
22B81A1294,R201218,DATA STRUCTURES,23,D,3.0
22B81A1294,R201225,PYTHON PROGRAMMING,23,E,3.0
22B81A1294,R201228,ENVIRONMENTAL SCIENCE,16,COMPLE,0.0
22B81A1294,R201239,APPLIED CHEMISTRY LABORATORY,13,A,1.5
22B81A1294,R201241,DATA STRUCTURES LABORATORY,15,A+,1.5
22B81A1294,R201250,PYTHON PROGRAMMING LABORATORY,14,A+,1.5
22B81A1295,R201201,MATHEMATICS-II,28,B,3.0
22B81A1295,R201215,APPLIED CHEMISTRY,28,A,3.0
22B81A1295,R201216,COMPUTER ORGANIZATION,24,D,3.0
22B81A1295,R201218,DATA STRUCTURES,24,D,3.0
22B81A1295,R201225,PYTHON PROGRAMMING,26,C,3.0
22B81A1295,R201228,ENVIRONMENTAL SCIENCE,20,COMPLE,0.0
22B81A1295,R201239,APPLIED CHEMISTRY LABORATORY,15,A+,1.5
22B81A1295,R201241,DATA STRUCTURES LABORATORY,15,A+,1.5
22B81A1295,R201250,PYTHON PROGRAMMING LABORATORY,14,A+,1.5
22B81A1296,R201201,MATHEMATICS-II,21,F,0.0
22B81A1296,R201215,APPLIED CHEMISTRY,20,E,3.0
22B81A1296,R201216,COMPUTER ORGANIZATION,23,D,3.0
22B81A1296,R201218,DATA STRUCTURES,23,B,3.0
22B81A1296,R201225,PYTHON PROGRAMMING,21,C,3.0
22B81A1296,R201228,ENVIRONMENTAL SCIENCE,20,COMPLE,0.0
22B81A1296,R201239,APPLIED CHEMISTRY LABORATORY,12,A,1.5
22B81A1296,R201241,DATA STRUCTURES LABORATORY,13,A,1.5
22B81A1296,R201250,PYTHON PROGRAMMING LABORATORY,11,A,1.5
22B81A1297,R201201,MATHEMATICS-II,21,D,3.0
22B81A1297,R201215,APPLIED CHEMISTRY,21,D,3.0
22B81A1297,R201216,COMPUTER ORGANIZATION,18,E,3.0
22B81A1297,R201218,DATA STRUCTURES,20,E,3.0
22B81A1297,R201225,PYTHON PROGRAMMING,19,D,3.0
22B81A1297,R201228,ENVIRONMENTAL SCIENCE,17,COMPLE,0.0
22B81A1297,R201239,APPLIED CHEMISTRY LABORATORY,12,A,1.5
22B81A1297,R201241,DATA STRUCTURES LABORATORY,13,A,1.5
22B81A1297,R201250,PYTHON PROGRAMMING LABORATORY,12,A,1.5
22B81A1298,R201201,MATHEMATICS-II,27,A,3.0
22B81A1298,R201215,APPLIED CHEMISTRY,23,D,3.0
22B81A1298,R201216,COMPUTER ORGANIZATION,24,C,3.0
22B81A1298,R201218,DATA STRUCTURES,26,C,3.0
22B81A1298,R201225,PYTHON PROGRAMMING,23,F,0.0
22B81A1298,R201228,ENVIRONMENTAL SCIENCE,20,COMPLE,0.0
22B81A1298,R201239,APPLIED CHEMISTRY LABORATORY,14,A+,1.5
22B81A1298,R201241,DATA STRUCTURES LABORATORY,15,A+,1.5
22B81A1298,R201250,PYTHON PROGRAMMING LABORATORY,14,A+,1.5
22B81A1299,R201201,MATHEMATICS-II,24,C,3.0
22B81A1299,R201215,APPLIED CHEMISTRY,22,D,3.0
22B81A1299,R201216,COMPUTER ORGANIZATION,23,F,0.0
22B81A1299,R201218,DATA STRUCTURES,25,D,3.0
22B81A1299,R201225,PYTHON PROGRAMMING,24,D,3.0
22B81A1299,R201228,ENVIRONMENTAL SCIENCE,20,COMPLE,0.0
22B81A1299,R201239,APPLIED CHEMISTRY LABORATORY,12,A,1.5
22B81A1299,R201241,DATA STRUCTURES LABORATORY,13,A,1.5
22B81A1299,R201250,PYTHON PROGRAMMING LABORATORY,14,A+,1.5
22B81A12A0,R201201,MATHEMATICS-II,26,C,3.0
22B81A12A0,R201215,APPLIED CHEMISTRY,21,ABSENT,0.0
22B81A12A0,R201216,COMPUTER ORGANIZATION,26,ABSENT,0.0
22B81A12A0,R201218,DATA STRUCTURES,24,ABSENT,0.0
22B81A12A0,R201225,PYTHON PROGRAMMING,24,ABSENT,0.0
22B81A12A0,R201228,ENVIRONMENTAL SCIENCE,18,COMPLE,0.0
22B81A12A0,R201239,APPLIED CHEMISTRY LABORATORY,12,ABSENT,0.0
22B81A12A0,R201241,DATA STRUCTURES LABORATORY,14,ABSENT,0.0
22B81A12A0,R201250,PYTHON PROGRAMMING LABORATORY,14,ABSENT,0.0
22B81A12A1,R201201,MATHEMATICS-II,26,A,3.0
22B81A12A1,R201215,APPLIED CHEMISTRY,22,C,3.0
22B81A12A1,R201216,COMPUTER ORGANIZATION,25,C,3.0
22B81A12A1,R201218,DATA STRUCTURES,24,D,3.0
22B81A12A1,R201225,PYTHON PROGRAMMING,22,C,3.0
22B81A12A1,R201228,ENVIRONMENTAL SCIENCE,21,COMPLE,0.0
22B81A12A1,R201239,APPLIED CHEMISTRY LABORATORY,13,A,1.5
22B81A12A1,R201241,DATA STRUCTURES LABORATORY,15,A+,1.5
22B81A12A1,R201250,PYTHON PROGRAMMING LABORATORY,13,A+,1.5
22B81A12A2,R201201,MATHEMATICS-II,22,F,0.0
22B81A12A2,R201215,APPLIED CHEMISTRY,24,D,3.0
22B81A12A2,R201216,COMPUTER ORGANIZATION,23,C,3.0
22B81A12A2,R201218,DATA STRUCTURES,23,D,3.0
22B81A12A2,R201225,PYTHON PROGRAMMING,22,D,3.0
22B81A12A2,R201228,ENVIRONMENTAL SCIENCE,19,COMPLE,0.0
22B81A12A2,R201239,APPLIED CHEMISTRY LABORATORY,13,A+,1.5
22B81A12A2,R201241,DATA STRUCTURES LABORATORY,15,A+,1.5
22B81A12A2,R201250,PYTHON PROGRAMMING LABORATORY,14,A+,1.5
22B81A12A3,R201201,MATHEMATICS-II,20,D,3.0
22B81A12A3,R201215,APPLIED CHEMISTRY,23,C,3.0
22B81A12A3,R201216,COMPUTER ORGANIZATION,22,C,3.0
22B81A12A3,R201218,DATA STRUCTURES,19,D,3.0
22B81A12A3,R201225,PYTHON PROGRAMMING,20,D,3.0
22B81A12A3,R201228,ENVIRONMENTAL SCIENCE,16,COMPLE,0.0
22B81A12A3,R201239,APPLIED CHEMISTRY LABORATORY,13,A,1.5
22B81A12A3,R201241,DATA STRUCTURES LABORATORY,13,A,1.5
22B81A12A3,R201250,PYTHON PROGRAMMING LABORATORY,13,A+,1.5
22B81A12A5,R201201,MATHEMATICS-II,23,D,3.0
22B81A12A5,R201215,APPLIED CHEMISTRY,23,D,3.0
22B81A12A5,R201216,COMPUTER ORGANIZATION,22,C,3.0
22B81A12A5,R201218,DATA STRUCTURES,24,B,3.0
22B81A12A5,R201225,PYTHON PROGRAMMING,24,B,3.0
22B81A12A5,R201228,ENVIRONMENTAL SCIENCE,21,COMPLE,0.0
22B81A12A5,R201239,APPLIED CHEMISTRY LABORATORY,13,A,1.5
22B81A12A5,R201241,DATA STRUCTURES LABORATORY,14,A+,1.5
22B81A12A5,R201250,PYTHON PROGRAMMING LABORATORY,13,A+,1.5
22B81A12A6,R201201,MATHEMATICS-II,29,B,3.0
22B81A12A6,R201215,APPLIED CHEMISTRY,28,B,3.0
22B81A12A6,R201216,COMPUTER ORGANIZATION,28,B,3.0
22B81A12A6,R201218,DATA STRUCTURES,26,D,3.0
22B81A12A6,R201225,PYTHON PROGRAMMING,28,C,3.0
22B81A12A6,R201228,ENVIRONMENTAL SCIENCE,22,COMPLE,0.0
22B81A12A6,R201239,APPLIED CHEMISTRY LABORATORY,14,A+,1.5
22B81A12A6,R201241,DATA STRUCTURES LABORATORY,15,A+,1.5
22B81A12A6,R201250,PYTHON PROGRAMMING LABORATORY,14,A+,1.5
22B81A12A7,R201201,MATHEMATICS-II,26,C,3.0
22B81A12A7,R201215,APPLIED CHEMISTRY,20,E,3.0
22B81A12A7,R201216,COMPUTER ORGANIZATION,23,D,3.0
22B81A12A7,R201218,DATA STRUCTURES,25,D,3.0
22B81A12A7,R201225,PYTHON PROGRAMMING,21,F,0.0
22B81A12A7,R201228,ENVIRONMENTAL SCIENCE,23,COMPLE,0.0
22B81A12A7,R201239,APPLIED CHEMISTRY LABORATORY,12,A,1.5
22B81A12A7,R201241,DATA STRUCTURES LABORATORY,11,A,1.5
22B81A12A7,R201250,PYTHON PROGRAMMING LABORATORY,12,A,1.5
22B81A12A8,R201201,MATHEMATICS-II,25,E,3.0
22B81A12A8,R201215,APPLIED CHEMISTRY,23,E,3.0
22B81A12A8,R201216,COMPUTER ORGANIZATION,21,D,3.0
22B81A12A8,R201218,DATA STRUCTURES,23,E,3.0
22B81A12A8,R201225,PYTHON PROGRAMMING,21,E,3.0
22B81A12A8,R201228,ENVIRONMENTAL SCIENCE,21,COMPLE,0.0
22B81A12A8,R201239,APPLIED CHEMISTRY LABORATORY,14,A+,1.5
22B81A12A8,R201241,DATA STRUCTURES LABORATORY,14,A+,1.5
22B81A12A8,R201250,PYTHON PROGRAMMING LABORATORY,13,A+,1.5
22B81A12A9,R201201,MATHEMATICS-II,28,C,3.0
22B81A12A9,R201215,APPLIED CHEMISTRY,25,C,3.0
22B81A12A9,R201216,COMPUTER ORGANIZATION,24,C,3.0
22B81A12A9,R201218,DATA STRUCTURES,25,A,3.0
22B81A12A9,R201225,PYTHON PROGRAMMING,24,B,3.0
22B81A12A9,R201228,ENVIRONMENTAL SCIENCE,21,COMPLE,0.0
22B81A12A9,R201239,APPLIED CHEMISTRY LABORATORY,14,A+,1.5
22B81A12A9,R201241,DATA STRUCTURES LABORATORY,15,A+,1.5
22B81A12A9,R201250,PYTHON PROGRAMMING LABORATORY,14,A+,1.5
22B81A12B0,R201201,MATHEMATICS-II,20,F,0.0
22B81A12B0,R201215,APPLIED CHEMISTRY,20,E,3.0
22B81A12B0,R201216,COMPUTER ORGANIZATION,23,C,3.0
22B81A12B0,R201218,DATA STRUCTURES,19,E,3.0
22B81A12B0,R201225,PYTHON PROGRAMMING,20,D,3.0
22B81A12B0,R201228,ENVIRONMENTAL SCIENCE,17,COMPLE,0.0
22B81A12B0,R201239,APPLIED CHEMISTRY LABORATORY,14,A,1.5
22B81A12B0,R201241,DATA STRUCTURES LABORATORY,13,B,1.5
22B81A12B0,R201250,PYTHON PROGRAMMING LABORATORY,12,A,1.5
22B81A12B1,R201201,MATHEMATICS-II,22,D,3.0
22B81A12B1,R201215,APPLIED CHEMISTRY,19,F,0.0
22B81A12B1,R201216,COMPUTER ORGANIZATION,17,F,0.0
22B81A12B1,R201218,DATA STRUCTURES,19,F,0.0
22B81A12B1,R201225,PYTHON PROGRAMMING,19,F,0.0
22B81A12B1,R201228,ENVIRONMENTAL SCIENCE,18,COMPLE,0.0
22B81A12B1,R201239,APPLIED CHEMISTRY LABORATORY,12,A,1.5
22B81A12B1,R201241,DATA STRUCTURES LABORATORY,13,A,1.5
22B81A12B1,R201250,PYTHON PROGRAMMING LABORATORY,11,A,1.5
22B81A12B2,R201201,MATHEMATICS-II,20,C,3.0
22B81A12B2,R201215,APPLIED CHEMISTRY,20,E,3.0
22B81A12B2,R201216,COMPUTER ORGANIZATION,21,D,3.0
22B81A12B2,R201218,DATA STRUCTURES,22,D,3.0
22B81A12B2,R201225,PYTHON PROGRAMMING,20,D,3.0
22B81A12B2,R201228,ENVIRONMENTAL SCIENCE,20,COMPLE,0.0
22B81A12B2,R201239,APPLIED CHEMISTRY LABORATORY,12,A,1.5
22B81A12B2,R201241,DATA STRUCTURES LABORATORY,12,A,1.5
22B81A12B2,R201250,PYTHON PROGRAMMING LABORATORY,12,A,1.5
22B81A12B3,R201201,MATHEMATICS-II,28,B,3.0
22B81A12B3,R201215,APPLIED CHEMISTRY,23,D,3.0
22B81A12B3,R201216,COMPUTER ORGANIZATION,27,C,3.0
22B81A12B3,R201218,DATA STRUCTURES,26,B,3.0
22B81A12B3,R201225,PYTHON PROGRAMMING,27,B,3.0
22B81A12B3,R201228,ENVIRONMENTAL SCIENCE,21,COMPLE,0.0
22B81A12B3,R201239,APPLIED CHEMISTRY LABORATORY,14,A+,1.5
22B81A12B3,R201241,DATA STRUCTURES LABORATORY,15,A+,1.5
22B81A12B3,R201250,PYTHON PROGRAMMING LABORATORY,13,A+,1.5
22B81A12B4,R201201,MATHEMATICS-II,29,A+,3.0
22B81A12B4,R201215,APPLIED CHEMISTRY,28,A,3.0
22B81A12B4,R201216,COMPUTER ORGANIZATION,27,A,3.0
22B81A12B4,R201218,DATA STRUCTURES,27,D,3.0
22B81A12B4,R201225,PYTHON PROGRAMMING,27,D,3.0
22B81A12B4,R201228,ENVIRONMENTAL SCIENCE,23,COMPLE,0.0
22B81A12B4,R201239,APPLIED CHEMISTRY LABORATORY,15,A+,1.5
22B81A12B4,R201241,DATA STRUCTURES LABORATORY,15,A+,1.5
22B81A12B4,R201250,PYTHON PROGRAMMING LABORATORY,14,A+,1.5
22B81A12B5,R201201,MATHEMATICS-II,19,F,0.0
22B81A12B5,R201215,APPLIED CHEMISTRY,16,F,0.0
22B81A12B5,R201216,COMPUTER ORGANIZATION,17,F,0.0
22B81A12B5,R201218,DATA STRUCTURES,19,E,3.0
22B81A12B5,R201225,PYTHON PROGRAMMING,19,F,0.0
22B81A12B5,R201228,ENVIRONMENTAL SCIENCE,18,COMPLE,0.0
22B81A12B5,R201239,APPLIED CHEMISTRY LABORATORY,12,A,1.5
22B81A12B5,R201241,DATA STRUCTURES LABORATORY,11,A,1.5
22B81A12B5,R201250,PYTHON PROGRAMMING LABORATORY,11,A,1.5
22B81A12B6,R201201,MATHEMATICS-II,20,E,3.0
22B81A12B6,R201215,APPLIED CHEMISTRY,19,F,0.0
22B81A12B6,R201216,COMPUTER ORGANIZATION,23,D,3.0
22B81A12B6,R201218,DATA STRUCTURES,24,D,3.0
22B81A12B6,R201225,PYTHON PROGRAMMING,20,F,0.0
22B81A12B6,R201228,ENVIRONMENTAL SCIENCE,19,COMPLE,0.0
22B81A12B6,R201239,APPLIED CHEMISTRY LABORATORY,12,A,1.5
22B81A12B6,R201241,DATA STRUCTURES LABORATORY,14,A+,1.5
22B81A12B6,R201250,PYTHON PROGRAMMING LABORATORY,12,A+,1.5
22B81A12B7,R201201,MATHEMATICS-II,18,E,3.0
22B81A12B7,R201215,APPLIED CHEMISTRY,18,E,3.0
22B81A12B7,R201216,COMPUTER ORGANIZATION,19,F,0.0
22B81A12B7,R201218,DATA STRUCTURES,18,C,3.0
22B81A12B7,R201225,PYTHON PROGRAMMING,19,D,3.0
22B81A12B7,R201228,ENVIRONMENTAL SCIENCE,17,COMPLE,0.0
22B81A12B7,R201239,APPLIED CHEMISTRY LABORATORY,12,A,1.5
22B81A12B7,R201241,DATA STRUCTURES LABORATORY,13,B,1.5
22B81A12B7,R201250,PYTHON PROGRAMMING LABORATORY,10,A,1.5
22B81A12B8,R201201,MATHEMATICS-II,27,A,3.0
22B81A12B8,R201215,APPLIED CHEMISTRY,23,A,3.0
22B81A12B8,R201216,COMPUTER ORGANIZATION,24,B,3.0
22B81A12B8,R201218,DATA STRUCTURES,24,D,3.0
22B81A12B8,R201225,PYTHON PROGRAMMING,25,C,3.0
22B81A12B8,R201228,ENVIRONMENTAL SCIENCE,17,COMPLE,0.0
22B81A12B8,R201239,APPLIED CHEMISTRY LABORATORY,15,A+,1.5
22B81A12B8,R201241,DATA STRUCTURES LABORATORY,14,A+,1.5
22B81A12B8,R201250,PYTHON PROGRAMMING LABORATORY,13,A+,1.5
22B81A12B9,R201201,MATHEMATICS-II,22,F,0.0
22B81A12B9,R201215,APPLIED CHEMISTRY,21,F,0.0
22B81A12B9,R201216,COMPUTER ORGANIZATION,24,E,3.0
22B81A12B9,R201218,DATA STRUCTURES,22,D,3.0
22B81A12B9,R201225,PYTHON PROGRAMMING,19,E,3.0
22B81A12B9,R201228,ENVIRONMENTAL SCIENCE,20,COMPLE,0.0
22B81A12B9,R201239,APPLIED CHEMISTRY LABORATORY,13,A,1.5
22B81A12B9,R201241,DATA STRUCTURES LABORATORY,14,A+,1.5
22B81A12B9,R201250,PYTHON PROGRAMMING LABORATORY,13,A+,1.5
22B81A12C0,R201201,MATHEMATICS-II,24,B,3.0
22B81A12C0,R201215,APPLIED CHEMISTRY,23,E,3.0
22B81A12C0,R201216,COMPUTER ORGANIZATION,24,D,3.0
22B81A12C0,R201218,DATA STRUCTURES,25,D,3.0
22B81A12C0,R201225,PYTHON PROGRAMMING,23,C,3.0
22B81A12C0,R201228,ENVIRONMENTAL SCIENCE,20,COMPLE,0.0
22B81A12C0,R201239,APPLIED CHEMISTRY LABORATORY,14,A+,1.5
22B81A12C0,R201241,DATA STRUCTURES LABORATORY,11,A,1.5
22B81A12C0,R201250,PYTHON PROGRAMMING LABORATORY,14,A+,1.5
22B81A12C1,R201201,MATHEMATICS-II,26,D,3.0
22B81A12C1,R201215,APPLIED CHEMISTRY,28,B,3.0
22B81A12C1,R201216,COMPUTER ORGANIZATION,27,C,3.0
22B81A12C1,R201218,DATA STRUCTURES,25,B,3.0
22B81A12C1,R201225,PYTHON PROGRAMMING,25,B,3.0
22B81A12C1,R201228,ENVIRONMENTAL SCIENCE,22,COMPLE,0.0
22B81A12C1,R201239,APPLIED CHEMISTRY LABORATORY,14,A+,1.5
22B81A12C1,R201241,DATA STRUCTURES LABORATORY,15,A+,1.5
22B81A12C1,R201250,PYTHON PROGRAMMING LABORATORY,13,A+,1.5
22B81A12C2,R201201,MATHEMATICS-II,28,A,3.0
22B81A12C2,R201215,APPLIED CHEMISTRY,26,B,3.0
22B81A12C2,R201216,COMPUTER ORGANIZATION,25,C,3.0
22B81A12C2,R201218,DATA STRUCTURES,25,C,3.0
22B81A12C2,R201225,PYTHON PROGRAMMING,26,C,3.0
22B81A12C2,R201228,ENVIRONMENTAL SCIENCE,21,COMPLE,0.0
22B81A12C2,R201239,APPLIED CHEMISTRY LABORATORY,15,A+,1.5
22B81A12C2,R201241,DATA STRUCTURES LABORATORY,15,A+,1.5
22B81A12C2,R201250,PYTHON PROGRAMMING LABORATORY,15,A+,1.5
22B81A12C3,R201201,MATHEMATICS-II,26,C,3.0
22B81A12C3,R201215,APPLIED CHEMISTRY,20,D,3.0
22B81A12C3,R201216,COMPUTER ORGANIZATION,24,D,3.0
22B81A12C3,R201218,DATA STRUCTURES,24,D,3.0
22B81A12C3,R201225,PYTHON PROGRAMMING,23,D,3.0
22B81A12C3,R201228,ENVIRONMENTAL SCIENCE,21,COMPLE,0.0
22B81A12C3,R201239,APPLIED CHEMISTRY LABORATORY,13,A+,1.5
22B81A12C3,R201241,DATA STRUCTURES LABORATORY,14,A+,1.5
22B81A12C3,R201250,PYTHON PROGRAMMING LABORATORY,11,A,1.5
22B81A12C4,R201201,MATHEMATICS-II,27,B,3.0
22B81A12C4,R201215,APPLIED CHEMISTRY,21,D,3.0
22B81A12C4,R201216,COMPUTER ORGANIZATION,22,E,3.0
22B81A12C4,R201218,DATA STRUCTURES,25,D,3.0
22B81A12C4,R201225,PYTHON PROGRAMMING,27,D,3.0
22B81A12C4,R201228,ENVIRONMENTAL SCIENCE,21,COMPLE,0.0
22B81A12C4,R201239,APPLIED CHEMISTRY LABORATORY,14,A+,1.5
22B81A12C4,R201241,DATA STRUCTURES LABORATORY,13,A+,1.5
22B81A12C4,R201250,PYTHON PROGRAMMING LABORATORY,13,A+,1.5
22B81A12C5,R201201,MATHEMATICS-II,23,C,3.0
22B81A12C5,R201215,APPLIED CHEMISTRY,27,C,3.0
22B81A12C5,R201216,COMPUTER ORGANIZATION,24,C,3.0
22B81A12C5,R201218,DATA STRUCTURES,27,B,3.0
22B81A12C5,R201225,PYTHON PROGRAMMING,23,C,3.0
22B81A12C5,R201228,ENVIRONMENTAL SCIENCE,22,COMPLE,0.0
22B81A12C5,R201239,APPLIED CHEMISTRY LABORATORY,15,A+,1.5
